EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
26392,23,44,No,$62.76 ,40,Salary,"$482,453.40 ",385,HumanResources,Male,Divorced,1,25,Mail Check,Yes
29090,22,22,Yes,$22.86 ,40,Salary,"($23,523.10)",-60,Marketing,Male,Single,5,17,Mail Check,N/A
29918,40,27,Yes,$48.90 ,40,Salary,"$495,808.54 ",313,Healthcare,Prefer Not to Answer,Divorced,8,22,Direct Deposit,N/A
13247,40,33,Yes,$64.04 ,40,Salary,"($425,725.24)",-98,InformationTechnology,Prefer Not to Answer,Single,3,6,MailedCheck,N/A
25247,63,14,No,$46.61 ,40,Salary,"($356,192.84)",-287,Information Technology,Female,Single,4,1,Direct Deposit,Yes
29832,40,38,No,$52.00 ,40,Salary,"($11,163.02)",218,Information Technology,Female,Married,4,18,DirectDeposit,No
20738,55,35,Yes,$23.71 ,40,Salary,"$98,316.66 ",1,Manufacturing,Male,Married,3,7,DirectDeposit,Yes
16823,54,22,Yes,$89.64 ,40,Salary,"($129,573.69)",-329,Sales,Female,Divorced,6,21,Mailed Check,Yes
25436,18,46,Yes,$55.51 ,40,Salary,"($257,982.80)",1,Marketing,Male,Married,8,22,Mail Check,N/A
28617,21,42,Yes,$27.53 ,40,Salary,"($251,103.40)",198,Sales,Prefer Not to Answer,Married,6,13,Mailed Check,No
24930,58,14,No,$60.90 ,40,Salary,"($241,498.36)",-33,InformationTechnology,Female,Single,4,6,DirectDeposit,N/A
15305,26,41,Yes,$96.05 ,40,Salary,"$150,299.83 ",72,Research,Female,Single,5,18,Direct Deposit,No
28790,21,31,Yes,$98.62 ,40,Salary,"$492,096.35 ",26,Healthcare,Prefer Not to Answer,Married,6,9,Direct_Deposit,N/A
26976,48,44,Yes,$38.87 ,40,Salary,"$361,473.71 ",-251,Human_Resources,Male,Divorced,3,9,DirectDeposit,Yes
22611,53,2,Yes,$79.71 ,40,Salary,"($392,377.43)",-129,Sales,Female,Married,6,24,Mail_Check,Yes
28240,24,5,No,$86.20 ,40,Salary,"($260,274.20)",273,HumanResources,Female,Single,N/A,N/A,Mail_Check,N/A
19316,30,25,Yes,$24.02 ,40,Salary,"($407,115.47)",-123,Information Technology,Female,Divorced,2,23,DirectDeposit,No
10367,38,41,Yes,$90.85 ,40,Salary,"$181,579.16 ",334,Human_Resources,Female,Single,4,24,Mail_Check,N/A
17412,55,5,Yes,$37.06 ,40,Salary,"($359,203.99)",-203,Sales,Female,Married,9,20,Mail_Check,No
15055,31,28,No,$27.67 ,40,Salary,"($74,324.05)",-20,Sales,Prefer Not to Answer,Married,2,11,Mail Check,Yes
10311,54,34,No,$27.54 ,40,Salary,"($495,806.55)",-361,Marketing,Female,Married,5,22,Mail Check,Yes
16767,30,44,No,$18.87 ,40,Salary,"$248,849.34 ",-421,Human Resources,Male,Divorced,7,22,Direct Deposit,Yes
11554,30,12,No,$36.17 ,40,Salary,"($74,871.01)",339,Human Resources,Prefer Not to Answer,Divorced,3,7,Mail_Check,N/A
26759,43,24,Yes,$44.27 ,40,Salary,"($131,784.36)",-117,InformationTechnology,Female,Married,5,4,Direct Deposit,Yes
22126,34,26,Yes,$41.93 ,40,Salary,"($413,596.43)",-387,Sales,Male,Single,6,3,MailedCheck,N/A
19405,33,10,Yes,$72.72 ,40,Salary,"($371,319.70)",243,Information Technology,Prefer Not to Answer,Married,6,15,Mailed Check,Yes
13456,44,18,Yes,$56.12 ,40,Salary,"$225,106.36 ",-451,Laboratory,Female,Divorced,3,N/A,Mail Check,N/A
16047,19,8,Yes,$75.46 ,40,Salary,"($360,595.59)",-472,Information Technology,Female,Married,5,8,Direct Deposit,Yes
15888,34,37,No,$72.89 ,40,Salary,"$67,056.83 ",343,HumanResources,Male,Divorced,9,21,Mail Check,No
16226,39,46,Yes,$31.77 ,40,Salary,"($465,557.84)",115,HumanResources,Female,Single,9,19,MailedCheck,No
18458,48,36,Yes,$23.08 ,40,Salary,"($157,224.20)",-421,Human Resources,Male,Single,5,20,Mailed Check,No
29513,50,37,Yes,$52.01 ,40,Salary,"$445,129.13 ",18,Healthcare,Female,Married,N/A,20,DirectDeposit,Yes
22619,41,11,Yes,$23.86 ,40,Salary,"($159,892.90)",-416,Sales,Female,Single,9,19,Direct Deposit,Yes
24180,64,6,No,$21.72 ,40,Salary,"$331,492.38 ",217,Manufacturing,Prefer Not to Answer,Married,1,10,DirectDeposit,Yes
17289,37,6,No,$36.14 ,40,Salary,"$313,425.69 ",196,InformationTechnology,Prefer Not to Answer,Single,8,1,Mailed Check,No
17833,45,42,No,$31.99 ,40,Salary,"$115,132.06 ",-61,Information_Technology,Female,Single,2,10,Direct_Deposit,No
13921,60,25,No,$97.52 ,40,Salary,"$291,884.42 ",362,InformationTechnology,Male,Divorced,6,4,Direct_Deposit,Yes
23737,36,13,Yes,$98.58 ,40,Salary,"($328,263.27)",298,Manufacturing,Female,Divorced,N/A,9,Mail Check,No
23264,63,17,No,$42.91 ,40,Salary,"($303,676.48)",455,Marketing,Prefer Not to Answer,Married,5,9,Direct_Deposit,No
20677,53,22,No,$69.81 ,40,Salary,"$481,633.44 ",213,Human_Resources,Prefer Not to Answer,Divorced,7,3,Mail_Check,No
28361,31,1,No,$75.22 ,40,Salary,"($435,858.71)",260,InformationTechnology,Female,Married,3,N/A,Mail Check,No
29347,52,13,Yes,$43.35 ,40,Salary,"($142,871.07)",-1,Human Resources,Male,Single,9,N/A,Mail_Check,Yes
19897,62,16,Yes,$53.85 ,40,Salary,"$57,579.14 ",345,Information_Technology,Male,Single,N/A,19,DirectDeposit,No
20273,36,24,No,$90.00 ,40,Salary,($943.16),268,Sales,Male,Married,2,6,Mailed Check,N/A
28173,28,8,No,$46.19 ,40,Salary,"($431,673.75)",35,Sales,Prefer Not to Answer,Married,6,6,Direct Deposit,Yes
24998,51,17,No,$48.29 ,40,Salary,"($78,403.79)",299,Marketing,Prefer Not to Answer,Single,8,8,Direct_Deposit,No
18830,44,28,No,$80.05 ,40,Salary,"($476,865.47)",-236,Healthcare,Male,Married,2,20,Mailed Check,No
14527,61,43,No,$44.64 ,40,Salary,"$310,726.84 ",-53,Human Resources,Male,Married,9,N/A,MailedCheck,N/A
10815,23,17,Yes,$71.50 ,40,Salary,"($127,930.88)",111,Marketing,Male,Divorced,3,13,MailedCheck,Yes
14994,21,20,No,$48.86 ,40,Salary,"($257,467.57)",218,Human Resources,Female,Single,2,6,DirectDeposit,Yes
22340,32,17,Yes,$75.59 ,40,Salary,"$483,489.20 ",-163,Research,Female,Married,1,13,Mail Check,No
21156,44,36,No,$56.37 ,40,Salary,"($422,221.93)",216,Manufacturing,Prefer Not to Answer,Divorced,3,1,Mail Check,No
21963,18,32,No,$26.32 ,40,Salary,"($185,137.93)",-443,Human_Resources,Male,Divorced,1,8,DirectDeposit,Yes
16249,23,37,Yes,$74.99 ,40,Salary,"$397,875.50 ",295,Sales,Prefer Not to Answer,Married,6,N/A,Mailed Check,No
18069,58,40,No,$98.80 ,40,Salary,"$3,025.50 ",432,Laboratory,Prefer Not to Answer,Single,1,19,Mail Check,N/A
28921,43,29,No,$41.23 ,40,Salary,"$98,314.31 ",476,Manufacturing,Female,Married,N/A,1,Direct Deposit,Yes
25498,47,21,Yes,$22.84 ,40,Salary,"($74,738.37)",-222,Information_Technology,Prefer Not to Answer,Married,N/A,1,Mailed Check,N/A
27970,37,15,No,$17.17 ,40,Salary,"($26,233.80)",-33,Human Resources,Prefer Not to Answer,Divorced,4,11,DirectDeposit,Yes
21157,28,41,Yes,$38.60 ,40,Salary,"$276,005.45 ",210,Manufacturing,Female,Single,6,12,DirectDeposit,No
10337,65,20,No,$26.51 ,40,Salary,"$324,120.87 ",-242,Information_Technology,Prefer Not to Answer,Single,8,16,Mail_Check,Yes
13984,40,45,Yes,$44.02 ,40,Salary,"($75,021.93)",335,InformationTechnology,Prefer Not to Answer,Divorced,2,3,Mailed Check,Yes
14424,20,41,No,$58.48 ,40,Salary,"$137,090.18 ",278,InformationTechnology,Male,Married,8,25,Direct Deposit,Yes
23367,59,13,Yes,$29.26 ,40,Salary,"($154,790.46)",261,HumanResources,Prefer Not to Answer,Divorced,5,13,MailedCheck,Yes
23055,55,21,No,$95.15 ,40,Salary,"$498,782.98 ",-63,Human_Resources,Female,Divorced,5,23,Direct_Deposit,No
29391,54,16,No,$28.05 ,40,Salary,"($319,670.08)",382,Manufacturing,Prefer Not to Answer,Married,7,19,Mail Check,No
22533,38,21,Yes,$56.95 ,40,Salary,"($183,584.27)",-124,Human Resources,Male,Single,9,8,Direct Deposit,N/A
12444,42,18,No,$69.46 ,40,Salary,"$247,504.62 ",246,Sales,Male,Married,1,9,MailedCheck,No
19760,43,37,No,$23.41 ,40,Salary,"($437,486.90)",-234,Laboratory,Prefer Not to Answer,Single,2,11,Direct_Deposit,N/A
12999,27,25,No,$47.89 ,40,Salary,"($293,253.21)",-68,Human Resources,Prefer Not to Answer,Single,N/A,12,Mailed Check,No
13663,20,29,No,$61.42 ,40,Salary,"$71,291.81 ",-154,Information Technology,Prefer Not to Answer,Single,N/A,7,Mail_Check,No
17232,56,32,No,$18.61 ,40,Salary,"$38,174.36 ",-221,InformationTechnology,Prefer Not to Answer,Married,2,7,Mailed Check,N/A
16527,25,27,No,$74.01 ,40,Salary,"$386,420.28 ",115,Human_Resources,Prefer Not to Answer,Single,6,11,Direct_Deposit,Yes
15361,44,8,No,$58.30 ,40,Salary,"($138,624.30)",326,Human_Resources,Female,Married,3,8,Mail_Check,N/A
14238,41,13,No,$43.92 ,40,Salary,"$342,363.51 ",-65,Information Technology,Female,Single,7,7,Mail Check,N/A
18467,51,14,No,$95.60 ,40,Salary,"$382,947.20 ",-175,Human_Resources,Prefer Not to Answer,Divorced,7,20,MailedCheck,N/A
15110,30,25,Yes,$82.55 ,40,Salary,"$340,019.37 ",176,Laboratory,Prefer Not to Answer,Married,9,7,Mailed Check,No
16635,27,14,No,$41.51 ,40,Salary,"$178,898.69 ",-45,Information_Technology,Prefer Not to Answer,Divorced,2,4,Mailed Check,No
23352,52,36,Yes,$36.75 ,40,Salary,"$119,133.55 ",365,Human Resources,Female,Married,1,22,Mailed Check,No
13488,35,24,No,$60.80 ,40,Salary,"($303,992.68)",175,Laboratory,Female,Divorced,6,25,Mailed Check,No
27856,34,21,Yes,$95.92 ,40,Salary,"($324,787.01)",101,Information_Technology,Prefer Not to Answer,Married,5,12,Mail_Check,No
18012,49,47,No,$27.78 ,40,Salary,"($375,280.46)",1,Human Resources,Prefer Not to Answer,Married,8,12,Mail_Check,Yes
12496,30,12,Yes,$82.97 ,40,Salary,"($223,380.77)",-105,Research,Male,Divorced,2,23,Direct Deposit,N/A
24232,27,37,Yes,$55.66 ,40,Salary,"$5,066.05 ",168,Sales,Male,Single,N/A,21,Direct_Deposit,N/A
23597,50,24,Yes,$39.31 ,40,Salary,"$379,267.89 ",15,HumanResources,Male,Single,5,8,Mailed Check,Yes
17102,45,30,No,$71.05 ,40,Salary,"($104,590.03)",-11,InformationTechnology,Male,Divorced,5,15,DirectDeposit,No
20146,28,39,Yes,$92.26 ,40,Salary,"($305,359.84)",-480,HumanResources,Female,Divorced,9,24,Mailed Check,N/A
16714,35,18,Yes,$81.88 ,40,Salary,"$6,026.65 ",475,InformationTechnology,Male,Divorced,8,7,Mail Check,N/A
24726,21,43,Yes,$62.15 ,40,Salary,"$283,051.30 ",-101,Healthcare,Male,Single,7,12,DirectDeposit,N/A
15136,64,35,Yes,$35.17 ,40,Salary,"$293,537.13 ",-183,Information_Technology,Male,Married,5,4,MailedCheck,No
14848,21,41,No,$23.53 ,40,Salary,"($148,364.32)",360,Human Resources,Male,Single,2,5,Mail Check,Yes
28402,46,42,Yes,$33.49 ,40,Salary,"($374,346.15)",135,Marketing,Female,Single,8,14,Mailed Check,N/A
19105,36,43,Yes,$52.83 ,40,Salary,"$36,078.40 ",427,Human Resources,Female,Single,7,24,Direct Deposit,N/A
15510,22,12,No,$21.65 ,40,Salary,"$435,667.07 ",-152,Healthcare,Prefer Not to Answer,Single,8,17,DirectDeposit,N/A
20237,55,35,Yes,$96.67 ,40,Salary,"$301,959.26 ",419,Manufacturing,Prefer Not to Answer,Single,5,21,Direct Deposit,N/A
12126,32,12,No,$83.94 ,40,Salary,"$93,536.32 ",233,Healthcare,Female,Married,5,4,Mail Check,N/A
22029,50,9,Yes,$84.95 ,40,Salary,"($108,239.61)",-493,Sales,Prefer Not to Answer,Divorced,5,24,Mail Check,No
10627,41,11,No,$20.03 ,40,Salary,"($233,135.12)",-318,Information Technology,Prefer Not to Answer,Single,9,21,Direct_Deposit,Yes
14148,57,26,No,$44.64 ,40,Salary,"($138,063.23)",455,Marketing,Female,Divorced,N/A,17,Mail Check,No
13158,45,7,No,$50.20 ,40,Salary,"($387,611.63)",-27,Manufacturing,Female,Single,1,7,MailedCheck,No
25355,63,6,No,$53.73 ,40,Salary,"($154,048.40)",-430,HumanResources,Male,Single,3,5,Direct_Deposit,N/A
29804,41,17,No,$47.48 ,40,Salary,"($96,898.97)",114,Research,Male,Single,9,4,Mailed Check,N/A
11754,22,23,Yes,$89.61 ,40,Salary,"$407,800.73 ",0,InformationTechnology,Female,Single,7,N/A,Direct Deposit,No
29610,30,19,Yes,$37.60 ,40,Salary,"$355,725.76 ",-479,Human Resources,Male,Married,6,22,Mail_Check,N/A
15053,57,9,Yes,$26.36 ,40,Salary,"($143,556.30)",77,Human Resources,Prefer Not to Answer,Married,4,18,Direct Deposit,N/A
15634,44,17,Yes,$58.88 ,40,Salary,"$205,822.78 ",-309,Information_Technology,Prefer Not to Answer,Single,1,18,MailedCheck,N/A
29122,39,9,No,$42.90 ,40,Salary,"($103,609.97)",210,Information Technology,Male,Married,3,13,Mailed Check,N/A
21911,54,42,No,$37.10 ,40,Salary,"$226,058.55 ",234,Manufacturing,Female,Single,8,22,MailedCheck,N/A
14579,49,11,No,$81.07 ,40,Salary,"$115,377.83 ",344,Information Technology,Prefer Not to Answer,Single,4,19,Direct_Deposit,Yes
24082,31,21,Yes,$82.59 ,40,Salary,"$275,471.80 ",273,InformationTechnology,Prefer Not to Answer,Divorced,4,17,DirectDeposit,No
16197,60,27,No,$91.73 ,40,Salary,"$433,662.79 ",376,Information_Technology,Male,Divorced,5,5,Direct Deposit,N/A
26991,37,24,No,$41.90 ,40,Salary,"($454,462.48)",498,Marketing,Female,Single,8,23,Direct Deposit,No
13010,21,22,No,$39.99 ,40,Salary,"$171,651.96 ",352,Laboratory,Female,Single,1,14,Mailed Check,No
25548,46,4,No,$48.34 ,40,Salary,"$199,751.19 ",49,Laboratory,Female,Married,9,21,Direct Deposit,N/A
15316,51,25,Yes,$42.03 ,40,Salary,"($406,826.86)",424,InformationTechnology,Female,Married,3,21,MailedCheck,No
16069,27,40,Yes,$19.33 ,40,Salary,"$383,941.25 ",-463,Marketing,Male,Divorced,9,7,DirectDeposit,N/A
16800,64,10,No,$37.34 ,40,Salary,"$183,151.03 ",165,Information Technology,Prefer Not to Answer,Married,1,9,Direct_Deposit,Yes
16170,41,32,No,$23.39 ,40,Salary,"$61,606.63 ",-210,Manufacturing,Female,Married,5,15,Mail_Check,Yes
29542,22,4,No,$29.07 ,40,Salary,"($44,576.02)",233,Human Resources,Female,Single,6,23,Mail Check,Yes
11926,34,41,Yes,$90.16 ,40,Salary,"($298,888.84)",-361,InformationTechnology,Male,Divorced,N/A,14,DirectDeposit,Yes
12292,19,33,Yes,$33.21 ,40,Salary,"($159,028.49)",-222,Information_Technology,Prefer Not to Answer,Married,5,6,Direct Deposit,Yes
19513,65,16,Yes,$22.55 ,40,Salary,"$424,492.03 ",196,Information_Technology,Female,Divorced,2,23,DirectDeposit,No
27281,50,27,Yes,$53.29 ,40,Salary,"($323,819.01)",97,Healthcare,Female,Divorced,4,20,Direct Deposit,Yes
15499,30,31,No,$77.24 ,40,Salary,"$276,836.04 ",133,Manufacturing,Female,Single,2,N/A,MailedCheck,N/A
14225,22,17,Yes,$28.20 ,40,Salary,"($150,620.60)",50,Human Resources,Prefer Not to Answer,Divorced,3,25,DirectDeposit,Yes
24214,51,2,Yes,$70.47 ,40,Salary,"$179,713.86 ",253,Human_Resources,Male,Single,5,23,Direct_Deposit,N/A
15524,40,8,Yes,$47.38 ,40,Salary,"$339,495.94 ",-18,Laboratory,Male,Divorced,9,5,Direct Deposit,No
25273,53,23,No,$45.25 ,40,Salary,"$383,782.97 ",22,InformationTechnology,Male,Married,N/A,13,Mailed Check,Yes
10729,53,35,No,$56.38 ,40,Salary,"($20,589.97)",435,InformationTechnology,Female,Divorced,8,N/A,Direct Deposit,No
29443,53,11,Yes,$97.34 ,40,Salary,"($148,510.96)",376,Healthcare,Male,Divorced,3,18,Mailed Check,No
26722,35,10,No,$39.06 ,40,Salary,"($398,181.20)",-291,Research,Male,Married,8,2,MailedCheck,N/A
18026,27,5,No,$97.47 ,40,Salary,"$342,691.27 ",15,InformationTechnology,Male,Single,9,13,Mailed Check,No
25707,59,24,Yes,$28.21 ,40,Salary,"$315,801.33 ",159,Sales,Male,Married,6,23,Mail_Check,Yes
14680,38,32,Yes,$50.57 ,40,Salary,"($355,541.70)",-331,Laboratory,Female,Divorced,7,24,Mail_Check,Yes
18338,39,4,Yes,$52.79 ,40,Salary,"($125,482.95)",-350,Information Technology,Prefer Not to Answer,Single,8,N/A,Direct Deposit,N/A
23337,36,3,Yes,$52.18 ,40,Salary,"$235,585.10 ",115,Sales,Prefer Not to Answer,Single,9,25,Direct Deposit,Yes
21120,53,41,Yes,$30.70 ,40,Salary,"($21,527.59)",-343,Healthcare,Prefer Not to Answer,Married,3,21,MailedCheck,Yes
28071,32,37,No,$62.10 ,40,Salary,"($103,683.71)",498,Information_Technology,Female,Married,N/A,N/A,Mail Check,N/A
15610,37,8,Yes,$50.94 ,40,Salary,"($453,656.49)",-234,HumanResources,Male,Divorced,7,15,Direct Deposit,Yes
24240,34,31,No,$94.18 ,40,Salary,"($58,274.24)",321,Laboratory,Male,Divorced,6,11,MailedCheck,N/A
20855,56,17,Yes,$67.65 ,40,Salary,"($122,936.27)",459,HumanResources,Prefer Not to Answer,Divorced,N/A,11,Direct_Deposit,N/A
17731,52,44,No,$52.81 ,40,Salary,"$395,830.15 ",148,Healthcare,Prefer Not to Answer,Married,5,23,Direct Deposit,No
24355,36,2,Yes,$58.64 ,40,Salary,"$94,948.66 ",465,InformationTechnology,Prefer Not to Answer,Married,7,19,MailedCheck,No
23592,40,5,Yes,$98.65 ,40,Salary,"($194,594.22)",-131,Marketing,Female,Divorced,2,13,Direct Deposit,No
22397,52,11,Yes,$26.03 ,40,Salary,"($319,472.80)",-317,Marketing,Male,Married,8,13,MailedCheck,No
20794,54,16,Yes,$17.24 ,40,Salary,"$433,123.76 ",-216,HumanResources,Prefer Not to Answer,Divorced,5,11,Direct Deposit,No
15356,26,41,Yes,$31.75 ,40,Salary,"$217,387.21 ",484,Healthcare,Male,Divorced,6,10,Direct Deposit,No
15966,36,39,No,$39.49 ,40,Salary,"$197,418.99 ",190,Manufacturing,Female,Married,6,17,Mail Check,Yes
27940,34,13,No,$96.37 ,40,Salary,"$174,830.43 ",-224,Laboratory,Male,Single,7,24,DirectDeposit,Yes
21073,40,41,Yes,$27.74 ,40,Salary,"($237,292.46)",-191,Healthcare,Male,Divorced,4,1,Mail_Check,N/A
23693,52,44,Yes,$63.78 ,40,Salary,"$361,031.02 ",-363,Sales,Male,Single,7,14,Direct_Deposit,No
29479,37,40,Yes,$18.08 ,40,Salary,"($27,062.06)",324,Information_Technology,Male,Divorced,3,25,Mailed Check,Yes
14094,64,23,Yes,$50.66 ,40,Salary,"$436,093.12 ",325,Information Technology,Female,Married,4,20,Direct_Deposit,Yes
13046,49,10,Yes,$56.52 ,40,Salary,"($158,060.30)",170,Laboratory,Prefer Not to Answer,Single,1,16,DirectDeposit,No
28548,59,17,Yes,$54.25 ,40,Salary,"$395,841.26 ",483,Human_Resources,Male,Divorced,8,17,Mail_Check,Yes
18705,55,2,Yes,$86.11 ,40,Salary,"$470,253.77 ",442,Research,Female,Single,9,3,Direct Deposit,Yes
27882,40,27,No,$92.56 ,40,Salary,"($22,598.00)",-57,Information_Technology,Male,Divorced,5,5,Direct Deposit,Yes
20720,50,26,No,$42.22 ,40,Salary,"($143,563.74)",395,Laboratory,Male,Married,1,13,Mail_Check,No
14237,57,13,No,$18.93 ,40,Salary,"$218,391.21 ",418,Information Technology,Female,Married,9,13,Mail_Check,No
25573,41,32,No,$29.63 ,40,Salary,"$182,025.69 ",-389,Healthcare,Male,Married,4,1,Mail Check,Yes
14784,44,16,Yes,$33.83 ,40,Salary,"$142,202.52 ",101,Marketing,Male,Divorced,3,19,Mail_Check,N/A
24020,64,18,No,$21.57 ,40,Salary,"$85,950.51 ",-421,Healthcare,Female,Married,5,4,Mail Check,N/A
14154,46,33,No,$93.15 ,40,Salary,"$463,131.33 ",-205,Information Technology,Prefer Not to Answer,Single,3,10,Mail Check,Yes
18932,59,31,Yes,$48.96 ,40,Salary,"($198,616.69)",-200,Human Resources,Prefer Not to Answer,Divorced,3,10,Direct_Deposit,No
14970,26,46,Yes,$80.96 ,40,Salary,"($5,717.51)",-81,Human Resources,Female,Divorced,4,24,Direct_Deposit,N/A
24793,55,38,No,$40.20 ,40,Salary,"$351,499.87 ",-292,Information_Technology,Female,Married,6,10,Direct Deposit,N/A
12498,59,17,No,$76.05 ,40,Salary,"($20,236.74)",-55,Research,Prefer Not to Answer,Single,7,8,Mail_Check,N/A
22345,55,16,No,$22.70 ,40,Salary,"$235,901.26 ",130,Laboratory,Female,Divorced,6,3,Direct_Deposit,N/A
28328,37,39,Yes,$24.21 ,40,Salary,"($38,638.35)",-416,Human Resources,Male,Single,3,N/A,Mailed Check,No
26621,26,19,Yes,$24.23 ,40,Salary,"$138,034.79 ",39,Information_Technology,Prefer Not to Answer,Divorced,8,4,Direct Deposit,N/A
15347,31,29,Yes,$24.93 ,40,Salary,"$214,646.19 ",-245,Human_Resources,Male,Single,7,3,Mailed Check,No
11015,46,46,No,$99.24 ,40,Salary,"$21,020.31 ",348,Healthcare,Female,Single,8,11,Mail_Check,No
26346,47,17,Yes,$50.21 ,40,Salary,"$485,221.46 ",481,Marketing,Male,Single,8,9,Direct_Deposit,N/A
15113,31,44,Yes,$32.71 ,40,Salary,"$71,052.10 ",416,Human_Resources,Male,Single,6,13,MailedCheck,Yes
28615,63,31,Yes,$55.40 ,40,Salary,"$104,322.56 ",-482,Information Technology,Prefer Not to Answer,Divorced,6,10,Direct Deposit,No
16876,55,32,No,$91.48 ,40,Salary,"($272,415.17)",-426,Research,Prefer Not to Answer,Married,8,15,Mail Check,No
13819,57,12,Yes,$55.53 ,40,Salary,"($318,027.21)",402,Manufacturing,Prefer Not to Answer,Married,4,21,Direct_Deposit,No
16328,25,13,No,$39.75 ,40,Salary,"$487,172.96 ",400,InformationTechnology,Prefer Not to Answer,Married,7,8,Direct Deposit,N/A
27789,42,44,No,$38.65 ,40,Salary,"($331,397.87)",309,Human Resources,Male,Married,5,8,Direct Deposit,N/A
12799,54,3,No,$20.51 ,40,Salary,"$61,750.72 ",4,Human Resources,Female,Married,9,21,Mail_Check,Yes
25509,28,15,Yes,$26.27 ,40,Salary,"($342,436.91)",-104,Information Technology,Male,Divorced,8,6,Direct_Deposit,N/A
18095,62,39,Yes,$93.12 ,40,Salary,"$186,218.30 ",-267,Information_Technology,Prefer Not to Answer,Married,6,17,Direct_Deposit,No
29421,59,36,Yes,$64.11 ,40,Salary,"$217,725.31 ",-390,Manufacturing,Prefer Not to Answer,Married,N/A,9,Mail Check,N/A
24276,20,26,No,$99.05 ,40,Salary,"($451,296.65)",-165,HumanResources,Male,Married,8,12,Mailed Check,No
27717,38,13,No,$69.89 ,40,Salary,"($439,404.11)",436,Manufacturing,Prefer Not to Answer,Divorced,3,18,DirectDeposit,No
20716,18,31,Yes,$20.91 ,40,Salary,"$331,501.45 ",251,Healthcare,Female,Divorced,3,13,Direct Deposit,Yes
17904,61,34,No,$59.82 ,40,Salary,"($129,273.86)",-143,Sales,Male,Single,8,20,Mailed Check,N/A
20389,27,29,No,$55.04 ,40,Salary,"($146,154.12)",385,Information_Technology,Prefer Not to Answer,Single,8,8,Mail_Check,No
23613,63,36,Yes,$51.16 ,40,Salary,"$165,422.22 ",99,Healthcare,Prefer Not to Answer,Single,6,8,Mail Check,N/A
25011,24,8,Yes,$21.87 ,40,Salary,"($473,977.99)",121,Human_Resources,Prefer Not to Answer,Divorced,5,22,Mail_Check,Yes
21256,27,20,Yes,$82.66 ,40,Salary,"($66,056.79)",-314,Sales,Male,Divorced,3,18,Mail_Check,N/A
19589,29,47,No,$35.99 ,40,Salary,"($205,751.34)",-303,Laboratory,Prefer Not to Answer,Married,8,11,DirectDeposit,N/A
23722,55,29,No,$58.42 ,40,Salary,"$40,988.47 ",354,Information_Technology,Male,Divorced,2,4,Direct_Deposit,No
18367,28,9,No,$95.35 ,40,Salary,"($300,041.99)",106,Manufacturing,Prefer Not to Answer,Married,8,9,Direct_Deposit,No
23222,31,11,No,$47.38 ,40,Salary,"$52,833.53 ",-464,Information Technology,Prefer Not to Answer,Divorced,4,18,Direct Deposit,N/A
22809,46,41,No,$90.84 ,40,Salary,"$57,493.35 ",214,Manufacturing,Prefer Not to Answer,Divorced,4,24,Mail Check,Yes
24217,62,23,Yes,$75.04 ,40,Salary,"$323,685.58 ",497,Research,Prefer Not to Answer,Married,6,11,MailedCheck,Yes
29208,58,7,Yes,$75.29 ,40,Salary,"($94,063.51)",323,Laboratory,Prefer Not to Answer,Divorced,5,11,Mail_Check,Yes
19660,50,46,Yes,$56.16 ,40,Salary,"($348,304.76)",-213,Marketing,Prefer Not to Answer,Single,5,21,Mail Check,No
22532,20,16,No,$47.30 ,40,Salary,"($469,870.69)",113,Laboratory,Female,Divorced,3,18,Direct_Deposit,N/A
11654,46,20,Yes,$21.30 ,40,Salary,"$415,674.08 ",-138,InformationTechnology,Female,Single,9,19,Direct Deposit,N/A
