,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
545,10676,29,Yes,61.97,40,Salary,128897.6,33,Laboratory,Male,Married,4.0,17.0,Direct Deposit,No,2
4938,10678,64,Yes,54.98,40,Salary,114358.4,414,Human Resources,Female,Divorced,5.0,15.0,Mailed Check,No,37
4312,10679,43,No,37.3,40,Salary,77584.0,125,Human_Resources,Female,Divorced,1.0,25.0,Mailed Check,No,20
1532,10680,58,No,24.53,40,Salary,51022.4,84,Marketing,Male,Divorced,4.0,24.0,Direct Deposit,No,30
3418,10682,49,No,89.29,40,Salary,185723.2,381,Laboratory,Female,Married,6.0,23.0,Mailed Check,No,13
1544,10685,35,Yes,79.68,40,Salary,165734.40000000002,129,Human_Resources,Female,Divorced,3.0,25.0,Mailed Check,No,11
3072,10689,55,No,92.39,40,Salary,192171.19999999998,343,Information Technology,Female,Married,4.0,21.0,Direct Deposit,Yes,6
12348,10694,50,Yes,77.0,40,Salary,160160.0,266,Laboratory,Female,Single,9.0,8.0,Direct Deposit,No,15
2634,10697,19,Yes,37.65,40,Salary,78312.0,395,Research,Prefer Not to Answer,Married,7.0,3.0,Direct Deposit,No,0
4633,10701,32,Yes,49.34,40,Salary,102627.20000000001,488,Research,Female,Single,15.5,18.0,Direct Deposit,Yes,13
2386,10705,42,No,39.21,40,Salary,81556.8,81,Marketing,Male,Married,8.0,3.0,Direct Deposit,No,3
12324,10707,20,No,41.39,40,Salary,86091.2,362,Sales,Prefer Not to Answer,Married,5.0,15.0,Direct Deposit,Yes,0
4226,10710,58,No,94.93,40,Salary,197454.40000000002,466,InformationTechnology,Male,Single,2.0,8.0,Direct Deposit,No,37
1470,10713,50,Yes,74.88,40,Salary,155750.4,195,Human_Resources,Male,Single,5.0,11.0,Mailed Check,Yes,14
3486,10714,61,Yes,53.61,40,Salary,111508.8,455,Information Technology,Female,Single,4.0,11.0,Direct Deposit,Yes,17
1930,10717,62,No,81.56,40,Salary,169644.80000000002,361,Sales,Prefer Not to Answer,Single,8.0,39.5,Mailed Check,No,16
1406,10719,56,Yes,34.77,40,Salary,72321.6,129,Information_Technology,Male,Married,5.0,39.5,Direct Deposit,No,24
625,10721,42,No,69.02,40,Salary,143561.59999999998,154,InformationTechnology,Male,Married,2.0,18.0,Mailed Check,No,14
5638,10724,65,Yes,57.5,40,Salary,119600.0,93,Research,Male,Divorced,9.0,6.0,Mailed Check,No,12
3212,10728,42,No,21.8,40,Salary,45344.0,144,Sales,Female,Single,9.0,25.0,Mailed Check,No,4
337,10729,53,No,56.38,40,Salary,117270.40000000001,435,InformationTechnology,Female,Divorced,8.0,39.5,Direct Deposit,No,35
1868,10730,38,Yes,62.24,40,Salary,129459.2,393,HumanResources,Male,Married,5.0,19.0,Direct Deposit,No,0
2887,10734,38,Yes,60.56,40,Salary,125964.8,347,Research,Prefer Not to Answer,Married,1.0,16.0,Direct Deposit,No,18
5020,10739,25,Yes,39.28,40,Salary,81702.40000000001,287,Human_Resources,Female,Divorced,3.0,16.0,Mailed Check,No,14
12011,10743,42,No,62.82,40,Salary,130665.6,5,Human Resources,Prefer Not to Answer,Divorced,5.0,7.0,Direct Deposit,Yes,3
12332,10744,34,No,45.17,40,Salary,93953.6,31,HumanResources,Male,Single,5.0,25.0,Direct Deposit,No,1
12740,10747,45,Yes,43.4,40,Salary,90272.0,116,InformationTechnology,Prefer Not to Answer,Divorced,6.0,24.0,Direct Deposit,No,17
97,10748,36,Yes,92.1,40,Salary,191568.0,35,HumanResources,Male,Single,5.0,22.0,Mailed Check,No,9
410,10750,55,No,78.43,40,Salary,163134.40000000002,348,Manufacturing,Female,Married,6.0,11.0,Mailed Check,No,3
12648,10753,43,No,44.5,40,Salary,92560.0,374,Information Technology,Female,Divorced,4.0,3.0,Mailed Check,Yes,13
3091,10760,30,No,21.86,40,Salary,45468.799999999996,173,Human_Resources,Male,Single,9.0,8.0,Mailed Check,No,12
510,10764,22,No,55.8,40,Salary,116064.0,416,Information_Technology,Male,Single,5.0,3.0,Mailed Check,Yes,0
590,10767,62,No,17.18,40,Salary,35734.4,311,Healthcare,Prefer Not to Answer,Divorced,15.5,12.0,Direct Deposit,No,16
2932,10771,62,No,96.48,40,Salary,200678.40000000002,189,Human_Resources,Prefer Not to Answer,Married,3.0,12.0,Mailed Check,Yes,37
20,10772,50,Yes,40.44,40,Salary,84115.2,182,Laboratory,Male,Single,4.0,6.0,Direct Deposit,No,21
2893,10780,44,Yes,67.76,40,Salary,140940.80000000002,266,HumanResources,Prefer Not to Answer,Married,5.0,11.0,Mailed Check,Yes,17
3398,10784,45,No,33.89,40,Salary,70491.2,138,Laboratory,Female,Single,2.0,16.0,Mailed Check,No,10
3603,10785,52,Yes,88.78,40,Salary,184662.4,183,Research,Female,Divorced,1.0,25.0,Mailed Check,No,31
1393,10788,26,No,21.28,40,Salary,44262.4,153,Manufacturing,Male,Divorced,9.0,3.0,Mailed Check,No,5
2343,10789,32,Yes,18.22,40,Salary,37897.6,182,Research,Female,Married,5.0,5.0,Mailed Check,Yes,10
517,10791,33,Yes,29.51,40,Salary,61380.8,344,Information_Technology,Prefer Not to Answer,Divorced,7.0,14.0,Mailed Check,No,5
4937,10794,55,No,44.99,40,Salary,93579.20000000001,262,Human_Resources,Female,Single,1.0,11.0,Direct Deposit,Yes,13
852,10795,19,No,90.49,40,Salary,188219.19999999998,108,Laboratory,Female,Divorced,6.0,21.0,Direct Deposit,No,12
2850,10796,21,No,38.99,40,Salary,81099.20000000001,23,Information_Technology,Male,Single,1.0,1.0,Mailed Check,No,12
3696,10801,27,Yes,85.82,40,Salary,178505.59999999998,260,InformationTechnology,Male,Married,4.0,13.0,Direct Deposit,Yes,0
5049,10806,59,Yes,31.01,40,Salary,64500.8,260,Healthcare,Prefer Not to Answer,Single,1.0,4.0,Direct Deposit,No,1
4862,10807,42,No,39.14,40,Salary,81411.2,361,Human Resources,Prefer Not to Answer,Single,8.0,7.0,Direct Deposit,No,10
4709,10809,58,Yes,34.85,40,Salary,72488.0,200,HumanResources,Male,Married,7.0,3.0,Direct Deposit,No,13
3541,10812,58,Yes,92.33,40,Salary,192046.4,27,Marketing,Prefer Not to Answer,Divorced,7.0,39.5,Mailed Check,No,9
258,10815,23,Yes,71.5,40,Salary,148720.0,111,Marketing,Male,Divorced,3.0,13.0,Mailed Check,Yes,6
3020,10817,52,Yes,45.37,40,Salary,94369.59999999999,473,Human Resources,Female,Divorced,7.0,2.0,Mailed Check,Yes,5
1250,10827,57,No,59.78,40,Salary,124342.4,50,Healthcare,Prefer Not to Answer,Single,5.0,19.0,Mailed Check,No,22
1380,10833,44,No,65.65,40,Salary,136552.0,220,Human_Resources,Prefer Not to Answer,Divorced,6.0,11.0,Direct Deposit,Yes,1
2104,10844,61,Yes,36.15,40,Salary,75192.0,310,HumanResources,Male,Single,9.0,9.0,Mailed Check,No,4
5678,10851,54,No,23.13,40,Salary,48110.399999999994,104,Healthcare,Prefer Not to Answer,Single,8.0,14.0,Direct Deposit,No,8
128,10852,32,Yes,67.49,40,Salary,140379.19999999998,261,InformationTechnology,Male,Married,2.0,25.0,Mailed Check,No,1
2102,10854,62,No,46.07,40,Salary,95825.59999999999,274,Healthcare,Male,Married,6.0,8.0,Mailed Check,No,33
4796,10855,56,No,32.88,40,Salary,68390.40000000001,364,Sales,Male,Divorced,5.0,39.5,Direct Deposit,No,37
4675,10857,33,Yes,76.35,40,Salary,158808.0,286,Marketing,Prefer Not to Answer,Married,3.0,15.0,Mailed Check,No,0
5387,10858,43,No,91.89,40,Salary,191131.19999999998,273,Laboratory,Female,Single,9.0,8.0,Direct Deposit,No,11
5107,10863,58,No,24.69,40,Salary,51355.200000000004,271,Marketing,Female,Single,8.0,24.0,Mailed Check,Yes,28
5337,10864,21,Yes,50.37,40,Salary,104769.59999999999,435,InformationTechnology,Prefer Not to Answer,Divorced,6.0,15.0,Mailed Check,Yes,0
2960,10865,38,No,85.19,40,Salary,177195.19999999998,358,InformationTechnology,Female,Divorced,1.0,16.0,Mailed Check,No,20
2015,10866,34,Yes,21.33,40,Salary,44366.399999999994,466,Information Technology,Prefer Not to Answer,Married,6.0,16.0,Direct Deposit,Yes,16
629,10867,52,No,51.78,40,Salary,107702.4,407,HumanResources,Female,Married,6.0,23.0,Direct Deposit,Yes,30
2275,10871,48,No,40.08,40,Salary,83366.4,271,Information Technology,Prefer Not to Answer,Married,7.0,20.0,Mailed Check,Yes,3
575,10873,21,No,48.16,40,Salary,100172.79999999999,418,Marketing,Prefer Not to Answer,Married,15.5,23.0,Direct Deposit,No,0
4533,10874,34,Yes,41.98,40,Salary,87318.4,369,Manufacturing,Male,Divorced,15.5,16.0,Mailed Check,No,0
4402,10879,19,Yes,45.83,40,Salary,95326.4,432,Information_Technology,Male,Single,3.0,5.0,Direct Deposit,No,0
2529,10881,45,Yes,46.87,40,Salary,97489.59999999999,403,Information Technology,Prefer Not to Answer,Married,7.0,13.0,Mailed Check,Yes,11
3831,10882,40,No,40.28,40,Salary,83782.40000000001,167,InformationTechnology,Prefer Not to Answer,Married,8.0,3.0,Direct Deposit,No,2
5835,10883,32,No,51.45,40,Salary,107016.0,136,HumanResources,Male,Single,2.0,20.0,Direct Deposit,No,6
4228,10884,19,Yes,25.22,40,Salary,52457.6,461,InformationTechnology,Male,Married,1.0,3.0,Mailed Check,No,16
1721,10887,46,Yes,69.43,40,Salary,144414.40000000002,257,Research,Prefer Not to Answer,Divorced,6.0,39.5,Direct Deposit,Yes,16
2415,10888,20,Yes,43.83,40,Salary,91166.4,409,Research,Female,Married,2.0,7.0,Mailed Check,Yes,0
3783,10889,51,No,21.45,40,Salary,44616.0,246,Sales,Female,Married,2.0,1.0,Mailed Check,No,30
1263,10890,23,No,66.35,40,Salary,138008.0,335,HumanResources,Male,Single,9.0,20.0,Mailed Check,Yes,5
12286,10892,46,No,40.95,40,Salary,85176.0,293,InformationTechnology,Male,Single,9.0,10.0,Direct Deposit,No,11
2413,10895,51,No,37.63,40,Salary,78270.40000000001,436,Healthcare,Female,Married,8.0,7.0,Mailed Check,Yes,8
5428,10899,56,No,54.29,40,Salary,112923.2,261,Marketing,Prefer Not to Answer,Divorced,3.0,9.0,Mailed Check,No,9
12398,10913,21,No,45.64,40,Salary,94931.2,424,Manufacturing,Male,Married,4.0,9.0,Direct Deposit,No,0
12358,10917,64,Yes,66.58,40,Salary,138486.4,167,Manufacturing,Male,Divorced,6.0,24.0,Mailed Check,Yes,11
3882,10918,33,No,93.29,40,Salary,194043.2,343,Human_Resources,Female,Married,4.0,39.5,Direct Deposit,No,15
4593,10921,23,Yes,32.96,40,Salary,68556.8,271,Information Technology,Female,Married,3.0,21.0,Mailed Check,No,0
12167,10922,58,No,81.59,40,Salary,169707.2,223,Healthcare,Female,Married,1.0,5.0,Mailed Check,No,37
12696,10937,43,No,48.7,40,Salary,101296.0,6,Human_Resources,Prefer Not to Answer,Divorced,9.0,18.0,Direct Deposit,No,2
4493,10939,26,No,54.15,40,Salary,112632.0,260,HumanResources,Female,Divorced,4.0,3.0,Mailed Check,Yes,0
1921,10940,30,Yes,31.58,40,Salary,65686.4,137,Healthcare,Male,Single,4.0,2.0,Direct Deposit,No,5
1766,10941,29,No,81.83,40,Salary,170206.4,154,Sales,Female,Divorced,5.0,22.0,Mailed Check,No,6
3112,10943,19,Yes,96.65,40,Salary,201032.0,376,Human Resources,Male,Single,8.0,12.0,Mailed Check,No,0
1769,10955,56,Yes,85.5,40,Salary,177840.0,197,Human Resources,Male,Single,1.0,24.0,Direct Deposit,Yes,24
2832,10956,31,Yes,39.09,40,Salary,81307.20000000001,391,Manufacturing,Female,Married,2.0,20.0,Mailed Check,No,3
12610,10961,55,No,97.89,40,Salary,203611.19999999998,475,Human_Resources,Prefer Not to Answer,Divorced,15.5,22.0,Mailed Check,Yes,28
4334,10963,18,No,60.91,40,Salary,126692.79999999999,203,Human_Resources,Female,Married,4.0,25.0,Direct Deposit,Yes,12
3613,10968,28,No,79.87,40,Salary,166129.6,491,Laboratory,Female,Divorced,7.0,17.0,Mailed Check,No,0
4449,10972,51,No,48.89,40,Salary,101691.2,329,Human Resources,Prefer Not to Answer,Divorced,3.0,16.0,Direct Deposit,Yes,17
508,10974,58,No,90.49,40,Salary,188219.19999999998,259,Healthcare,Female,Single,5.0,15.0,Mailed Check,No,34
2531,10975,58,Yes,76.19,40,Salary,158475.19999999998,256,HumanResources,Female,Divorced,15.5,19.0,Mailed Check,No,12
1030,10976,31,No,52.46,40,Salary,109116.8,140,Laboratory,Male,Married,2.0,17.0,Direct Deposit,No,12
12402,10979,18,Yes,47.28,40,Salary,98342.40000000001,270,Marketing,Prefer Not to Answer,Divorced,4.0,11.0,Mailed Check,No,1
3110,10982,45,No,61.16,40,Salary,127212.79999999999,19,Human Resources,Male,Divorced,5.0,24.0,Mailed Check,No,1
1011,10984,28,Yes,61.83,40,Salary,128606.4,241,HumanResources,Prefer Not to Answer,Married,7.0,39.5,Direct Deposit,No,0
5733,10985,33,Yes,93.78,40,Salary,195062.4,259,Human Resources,Male,Single,4.0,11.0,Mailed Check,Yes,14
1409,10994,53,Yes,62.11,40,Salary,129188.8,297,Sales,Male,Divorced,1.0,39.5,Mailed Check,Yes,12
3340,10995,43,Yes,17.89,40,Salary,37211.200000000004,188,Research,Male,Single,9.0,15.0,Direct Deposit,Yes,11
2855,10996,44,Yes,88.18,40,Salary,183414.40000000002,144,Laboratory,Male,Single,5.0,18.0,Mailed Check,Yes,0
5906,10997,45,Yes,30.19,40,Salary,62795.200000000004,174,Sales,Prefer Not to Answer,Single,6.0,24.0,Direct Deposit,No,27
3597,11008,48,Yes,64.27,40,Salary,133681.59999999998,223,Healthcare,Female,Married,9.0,25.0,Direct Deposit,No,3
2518,11009,62,Yes,81.85,40,Salary,170248.0,384,Information Technology,Male,Single,5.0,13.0,Direct Deposit,No,6
418,11010,25,Yes,25.12,40,Salary,52249.600000000006,434,InformationTechnology,Female,Divorced,3.0,19.0,Mailed Check,No,16
3544,11014,58,No,30.3,40,Salary,63024.0,21,Laboratory,Female,Married,4.0,12.0,Mailed Check,No,29
380,11015,46,No,99.24,40,Salary,206419.19999999998,348,Healthcare,Female,Single,8.0,11.0,Mailed Check,No,0
955,11017,49,No,73.3,40,Salary,152464.0,379,InformationTechnology,Prefer Not to Answer,Single,4.0,4.0,Mailed Check,Yes,28
1535,11021,30,No,96.16,40,Salary,200012.8,86,HumanResources,Female,Single,4.0,17.0,Direct Deposit,No,7
2477,11024,60,Yes,27.02,40,Salary,56201.6,443,Human Resources,Male,Single,7.0,10.0,Mailed Check,Yes,16
5889,11030,28,Yes,50.86,40,Salary,105788.8,168,Marketing,Female,Divorced,9.0,18.0,Direct Deposit,No,15
3631,11034,35,Yes,28.48,40,Salary,59238.4,253,Manufacturing,Female,Married,6.0,11.0,Direct Deposit,No,0
47,11035,38,Yes,68.79,40,Salary,143083.2,201,Sales,Male,Married,4.0,4.0,Mailed Check,Yes,3
2410,11044,49,Yes,49.23,40,Salary,102398.4,287,InformationTechnology,Female,Single,8.0,18.0,Mailed Check,Yes,7
1076,11047,46,Yes,47.13,40,Salary,98030.40000000001,278,Marketing,Prefer Not to Answer,Married,1.0,9.0,Direct Deposit,No,21
2257,11051,53,No,74.4,40,Salary,154752.0,139,Human Resources,Male,Divorced,4.0,5.0,Direct Deposit,No,15
1239,11069,19,Yes,72.82,40,Salary,151465.59999999998,201,Human Resources,Prefer Not to Answer,Divorced,7.0,25.0,Mailed Check,No,0
4522,11073,61,Yes,82.43,40,Salary,171454.40000000002,133,HumanResources,Prefer Not to Answer,Divorced,15.5,8.0,Mailed Check,No,18
2915,11077,62,Yes,46.03,40,Salary,95742.40000000001,67,Laboratory,Female,Married,5.0,7.0,Mailed Check,No,13
1080,11079,36,No,74.0,40,Salary,153920.0,256,Marketing,Prefer Not to Answer,Married,2.0,39.5,Direct Deposit,No,8
173,11083,60,Yes,20.54,40,Salary,42723.2,83,Research,Male,Married,8.0,4.0,Direct Deposit,No,5
192,11091,65,No,29.55,40,Salary,61464.0,388,Human_Resources,Female,Divorced,8.0,20.0,Direct Deposit,Yes,26
1567,11094,59,No,95.06,40,Salary,197724.80000000002,358,Marketing,Prefer Not to Answer,Divorced,2.0,15.0,Mailed Check,No,13
2011,11102,64,Yes,36.02,40,Salary,74921.6,352,Marketing,Male,Married,15.5,16.0,Direct Deposit,No,6
4640,11103,47,Yes,84.34,40,Salary,175427.2,259,Manufacturing,Female,Single,5.0,11.0,Mailed Check,No,27
3922,11104,36,Yes,47.1,40,Salary,97968.0,88,Human_Resources,Female,Married,15.5,20.0,Direct Deposit,No,8
1010,11107,45,No,62.58,40,Salary,130166.4,471,InformationTechnology,Male,Divorced,5.0,6.0,Mailed Check,No,14
4503,11108,63,Yes,50.51,40,Salary,105060.79999999999,436,Marketing,Prefer Not to Answer,Divorced,7.0,7.0,Mailed Check,No,37
3863,11110,39,Yes,53.76,40,Salary,111820.8,129,Sales,Prefer Not to Answer,Single,3.0,6.0,Mailed Check,No,10
5173,11112,57,No,84.58,40,Salary,175926.4,98,Healthcare,Female,Single,15.5,17.0,Direct Deposit,No,12
1680,11114,50,No,37.79,40,Salary,78603.2,445,Manufacturing,Female,Divorced,3.0,23.0,Mailed Check,Yes,7
3694,11125,32,No,17.24,40,Salary,35859.2,87,Laboratory,Female,Married,6.0,13.0,Mailed Check,No,0
1105,11126,44,Yes,37.08,40,Salary,77126.4,212,Human_Resources,Male,Divorced,6.0,10.0,Mailed Check,No,1
1985,11128,51,No,58.6,40,Salary,121888.0,271,Human Resources,Prefer Not to Answer,Married,2.0,9.0,Mailed Check,No,13
5062,11130,40,Yes,17.5,40,Salary,36400.0,370,HumanResources,Male,Divorced,6.0,39.5,Mailed Check,No,7
1813,11132,62,No,79.57,40,Salary,165505.59999999998,170,Laboratory,Male,Single,7.0,16.0,Mailed Check,No,1
4082,11134,48,Yes,72.44,40,Salary,150675.19999999998,465,Human Resources,Female,Divorced,6.0,18.0,Mailed Check,No,19
19,11137,47,Yes,78.03,40,Salary,162302.4,74,HumanResources,Prefer Not to Answer,Married,8.0,14.0,Mailed Check,Yes,15
5963,11138,62,Yes,66.11,40,Salary,137508.80000000002,291,Research,Prefer Not to Answer,Single,8.0,9.0,Mailed Check,Yes,23
4622,11147,62,No,35.96,40,Salary,74796.8,425,Human Resources,Female,Divorced,2.0,12.0,Mailed Check,No,12
4670,11159,27,Yes,68.71,40,Salary,142916.8,85,Manufacturing,Male,Single,7.0,8.0,Mailed Check,No,0
13128,11165,52,No,34.91,40,Salary,72612.79999999999,75,Healthcare,Prefer Not to Answer,Divorced,8.0,6.0,Mailed Check,No,11
12001,11168,47,No,67.1,40,Salary,139568.0,422,Human_Resources,Prefer Not to Answer,Married,6.0,39.5,Direct Deposit,No,8
12215,11174,65,Yes,32.82,40,Salary,68265.59999999999,214,Research,Male,Single,8.0,24.0,Mailed Check,Yes,33
12653,11175,27,No,44.41,40,Salary,92372.79999999999,128,Research,Female,Single,1.0,21.0,Mailed Check,No,17
1983,11176,30,Yes,85.38,40,Salary,177590.4,238,Human Resources,Male,Divorced,1.0,24.0,Mailed Check,No,11
1132,11183,64,Yes,92.12,40,Salary,191609.6,464,Information Technology,Female,Single,7.0,15.0,Mailed Check,Yes,15
5675,11187,57,No,82.89,40,Salary,172411.19999999998,276,HumanResources,Prefer Not to Answer,Divorced,8.0,3.0,Mailed Check,Yes,18
1770,11189,30,No,80.46,40,Salary,167356.8,397,InformationTechnology,Male,Single,9.0,5.0,Mailed Check,No,1
12393,11194,23,No,23.22,40,Salary,48297.6,375,Healthcare,Prefer Not to Answer,Married,9.0,9.0,Direct Deposit,No,0
5795,11195,53,Yes,73.38,40,Salary,152630.4,5,Manufacturing,Male,Married,2.0,8.0,Direct Deposit,No,7
1503,11198,43,No,28.13,40,Salary,58510.4,202,Sales,Prefer Not to Answer,Married,4.0,24.0,Direct Deposit,No,0
2423,11202,35,No,42.95,40,Salary,89336.0,393,HumanResources,Prefer Not to Answer,Married,15.5,12.0,Mailed Check,No,0
2956,11203,18,Yes,36.82,40,Salary,76585.59999999999,361,Information Technology,Prefer Not to Answer,Divorced,15.5,22.0,Mailed Check,No,10
1996,11205,45,No,92.3,40,Salary,191984.0,324,Information Technology,Prefer Not to Answer,Single,15.5,2.0,Mailed Check,No,21
12776,11206,26,No,88.52,40,Salary,184121.59999999998,123,Laboratory,Female,Married,15.5,14.0,Direct Deposit,No,15
3194,11207,43,Yes,44.9,40,Salary,93392.0,413,Human Resources,Female,Divorced,5.0,2.0,Mailed Check,Yes,0
1922,11209,41,No,48.16,40,Salary,100172.79999999999,47,Information Technology,Male,Single,15.5,10.0,Direct Deposit,No,22
12297,11210,34,Yes,99.07,40,Salary,206065.59999999998,491,Human_Resources,Male,Married,7.0,39.5,Mailed Check,No,10
1869,11212,56,Yes,60.08,40,Salary,124966.4,113,Information_Technology,Male,Married,1.0,7.0,Mailed Check,No,13
4410,11215,37,No,69.71,40,Salary,144996.8,207,Marketing,Prefer Not to Answer,Divorced,2.0,2.0,Direct Deposit,No,0
12103,11216,54,Yes,51.41,40,Salary,106932.79999999999,146,Human Resources,Female,Divorced,8.0,22.0,Direct Deposit,No,13
630,11217,55,Yes,19.36,40,Salary,40268.799999999996,280,InformationTechnology,Male,Single,9.0,1.0,Mailed Check,Yes,4
5637,11218,29,No,62.43,40,Salary,129854.4,416,Laboratory,Male,Married,2.0,23.0,Mailed Check,No,8
3929,11219,20,Yes,61.35,40,Salary,127608.0,151,Healthcare,Female,Married,3.0,18.0,Mailed Check,No,0
2838,11220,55,No,49.83,40,Salary,103646.4,419,Sales,Male,Married,6.0,3.0,Mailed Check,No,15
1377,11222,44,No,56.48,40,Salary,117478.4,115,Human Resources,Prefer Not to Answer,Divorced,15.5,3.0,Direct Deposit,No,11
2881,11224,21,Yes,21.61,40,Salary,44948.799999999996,119,InformationTechnology,Male,Married,6.0,19.0,Direct Deposit,Yes,0
2786,11227,30,No,83.12,40,Salary,172889.6,380,Information Technology,Prefer Not to Answer,Married,8.0,3.0,Mailed Check,Yes,10
612,11230,19,Yes,25.24,40,Salary,52499.2,302,Information_Technology,Female,Married,2.0,2.0,Mailed Check,Yes,10
4272,11242,40,Yes,47.92,40,Salary,99673.6,461,Human_Resources,Male,Single,1.0,20.0,Mailed Check,No,11
2219,11244,55,Yes,38.65,40,Salary,80392.0,471,Sales,Prefer Not to Answer,Divorced,8.0,13.0,Mailed Check,No,29
2272,11246,38,No,25.28,40,Salary,52582.4,386,Information_Technology,Female,Single,5.0,39.5,Mailed Check,No,14
12750,11250,28,Yes,36.33,40,Salary,75566.4,465,Laboratory,Prefer Not to Answer,Single,6.0,21.0,Mailed Check,Yes,10
4020,11253,54,No,53.83,40,Salary,111966.4,128,Manufacturing,Male,Married,5.0,16.0,Mailed Check,No,18
4078,11254,48,Yes,66.78,40,Salary,138902.4,127,HumanResources,Male,Divorced,5.0,1.0,Mailed Check,Yes,25
1216,11256,61,No,29.95,40,Salary,62296.0,82,Laboratory,Male,Single,6.0,12.0,Mailed Check,Yes,23
1917,11259,44,No,49.58,40,Salary,103126.4,21,Laboratory,Prefer Not to Answer,Single,6.0,23.0,Mailed Check,Yes,2
12076,11267,59,No,69.61,40,Salary,144788.80000000002,248,Laboratory,Prefer Not to Answer,Married,5.0,15.0,Mailed Check,No,4
12295,11269,58,Yes,22.35,40,Salary,46488.0,348,Healthcare,Female,Married,9.0,7.0,Direct Deposit,Yes,29
2892,11280,30,Yes,96.66,40,Salary,201052.8,258,Marketing,Female,Married,9.0,21.0,Direct Deposit,No,5
4828,11281,42,No,32.01,40,Salary,66580.79999999999,422,HumanResources,Female,Married,8.0,6.0,Mailed Check,No,8
2902,11283,56,Yes,55.31,40,Salary,115044.8,15,Human_Resources,Female,Single,9.0,16.0,Direct Deposit,Yes,37
1568,11285,46,Yes,50.26,40,Salary,104540.79999999999,193,Marketing,Female,Married,7.0,21.0,Direct Deposit,No,3
2748,11286,38,Yes,27.94,40,Salary,58115.200000000004,296,Sales,Prefer Not to Answer,Divorced,4.0,5.0,Direct Deposit,No,15
12279,11290,29,Yes,70.16,40,Salary,145932.8,139,HumanResources,Male,Married,9.0,25.0,Direct Deposit,No,4
