,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
5041,2858.0,200.0,21.0,54.0,16.6,86.9,0.5,2.0,0,1
6171,2399.0,1521.0,27.3,50.0,21.9,94.6,1.58,2.0,0,0
8101,1853.0,244.0,22.5,9.0,13.2,88.8,1.15,2.0,1,0
8301,1485.0,579.0,23.2,13.0,1.0,93.5,1.52,2.0,1,0
2441,1660.0,691.0,33.0,4.0,6.8,88.9,1.54,2.0,0,1
1465,1065.0,496.0,33.9,1.0,15.1,92.1,1.12,2.0,0,1
4053,1902.0,836.0,1.7,25.0,18.6,94.7,1.08,2.0,1,1
1744,1482.0,826.0,25.2,9.0,23.55,95.1,1.74,2.0,0,1
4606,1831.0,500.0,12.5,63.0,8.7,93.8,1.35,2.0,0,1
8107,1917.0,529.0,46.8,30.0,1.6,85.4,0.79,2.0,1,0
4428,1975.0,224.0,10.8,21.0,2.8,91.0,1.88,2.0,1,1
8995,1768.0,203.0,36.9,4.0,19.4,90.7,1.1,2.0,1,0
7928,1573.0,1508.0,38.3,11.0,0.5,91.4,0.95,2.0,1,0
8300,2840.0,1482.0,12.1,35.0,8.5,94.8,1.56,2.0,1,0
6117,1119.0,200.0,22.6,0.0,12.5,92.9,1.81,2.0,0,0
5528,1666.0,363.0,26.1,41.0,9.8,93.7,1.11,2.0,0,1
4306,1244.0,387.0,54.9,19.0,0.9,91.3,1.12,2.0,1,1
8478,2030.0,637.0,33.6,3.0,2.2,91.8,1.51,2.0,1,0
2121,1494.0,821.0,4.2,7.0,0.6,92.7,1.67,1.0,0,1
8515,979.0,519.0,27.3,3.0,4.0,92.4,1.26,2.0,1,0
7201,1596.0,437.0,2.2,5.0,2.2,92.3,1.57,2.0,0,0
4192,2011.0,1101.0,33.2,10.0,0.6,94.6,1.19,2.0,1,1
7942,2326.0,1682.0,33.7,3.0,1.3,93.5,0.99,2.0,1,0
6219,1508.0,874.0,53.6,33.0,0.5,89.5,1.42,2.0,0,0
1203,1365.0,722.0,7.8,4.0,6.0,93.4,1.46,2.0,0,1
8858,1244.0,945.0,42.5,27.0,16.7,89.0,1.15,2.0,1,0
1926,1242.0,504.0,41.8,11.0,19.4,88.2,1.88,2.0,0,1
5914,1269.0,200.0,38.6,57.0,23.55,90.2,1.23,2.0,0,1
4868,1534.0,200.0,62.9,7.0,0.5,88.7,1.21,2.0,0,1
2337,1648.0,250.0,44.3,12.0,12.9,94.1,1.86,2.0,0,1
6358,3566.625,874.0,26.9,10.0,10.2,99.0,1.5,2.0,0,0
2499,1118.0,614.0,14.2,26.0,3.2,94.1,1.52,2.0,0,1
3379,1866.0,509.0,25.2,0.0,5.5,93.7,1.37,2.0,1,1
805,2102.0,888.0,49.3,16.0,0.8,93.8,1.65,2.0,0,1
7106,700.0,899.0,31.4,47.0,7.1,91.7,1.62,2.0,0,0
2319,1755.0,751.0,43.7,15.0,0.7,98.6,1.41,2.0,0,1
7851,2089.0,200.0,41.2,60.0,7.9,94.6,1.27,2.0,1,0
7934,867.0,200.0,12.9,73.0,5.9,95.4,1.15,2.0,1,0
3981,1416.0,200.0,24.6,48.0,4.3,95.1,1.63,2.0,1,1
1242,2911.0,711.0,26.7,63.0,0.8,84.1,1.02,2.0,0,1
5594,1881.0,1032.0,48.4,13.0,3.9,93.5,1.52,2.0,0,1
4482,1203.0,268.0,16.7,2.0,3.1,91.6,1.77,2.0,0,1
547,2489.0,1014.0,55.6,3.0,2.4,92.5,1.28,1.0,0,1
26,2040.0,1276.0,43.7,17.0,11.5,91.2,1.33,2.0,0,1
3881,1721.0,467.0,0.3,20.0,10.7,93.7,1.72,2.0,1,1
2880,2919.0,772.0,14.8,9.0,21.9,89.1,1.56,2.0,1,1
4348,1330.0,545.0,25.8,1.0,2.8,96.9,1.2,2.0,1,1
1302,2017.0,772.0,16.5,4.0,1.7,95.9,2.04,2.0,0,1
5245,1430.0,200.0,6.2,23.0,23.55,93.2,1.68,2.0,0,1
6789,2241.0,751.0,28.9,34.0,11.4,94.2,1.44,2.0,0,0
1221,1640.0,287.0,18.2,19.0,2.2,90.4,1.39,2.0,0,1
7712,1711.0,760.0,26.3,19.0,1.9,89.3,1.19,2.0,1,0
437,2026.0,411.0,5.3,5.0,8.3,88.0,1.07,2.0,0,1
5849,2733.0,582.0,29.5,3.0,6.2,91.5,1.7,1.0,0,1
3102,1257.0,582.0,17.1,45.0,5.8,95.3,1.26,2.0,1,1
6021,2223.0,602.0,15.4,23.0,9.9,86.0,0.79,2.0,0,0
6174,1619.0,200.0,28.8,13.0,9.1,94.9,1.56,2.0,0,0
3404,1185.0,344.0,30.0,54.0,22.9,92.9,1.23,2.0,1,1
6170,1416.0,373.0,26.9,16.0,1.9,90.5,1.43,2.0,0,0
6998,3566.625,1801.5,29.1,34.0,3.4,92.3,1.06,2.0,0,0
3025,1742.0,396.0,61.7,52.0,5.5,96.7,1.74,2.0,1,1
326,1375.0,702.0,35.3,23.0,4.1,88.6,1.93,1.0,0,1
1039,1225.0,271.0,7.9,1.0,10.0,89.1,1.43,2.0,0,1
4279,1986.0,200.0,62.2,1.0,14.7,96.5,0.81,1.0,1,1
6755,1416.0,200.0,33.0,33.0,8.3,89.0,1.74,2.0,0,0
1870,1995.0,761.0,37.1,2.0,4.7,89.6,1.63,2.0,0,1
5688,2517.0,1169.0,24.6,71.0,3.8,97.9,1.38,2.0,0,1
534,1937.0,806.0,10.6,9.0,3.0,93.3,1.16,2.0,0,1
8676,2303.0,988.0,32.6,1.0,12.7,95.1,1.58,2.0,1,0
585,903.0,383.0,31.8,2.0,5.2,94.1,1.85,2.0,0,1
8921,3064.0,1257.0,19.3,21.0,1.8,90.7,1.3,2.0,1,0
1703,1309.0,200.0,34.7,6.0,5.3,97.8,1.46,2.0,0,1
6539,1450.0,825.0,6.6,7.0,11.9,98.4,1.35,2.0,0,0
4487,2230.0,663.0,39.6,23.0,6.1,91.0,1.52,2.0,0,1
491,2090.0,511.0,38.5,5.0,11.5,93.7,1.73,2.0,0,1
5284,1570.0,308.0,9.0,6.0,15.6,99.0,1.22,2.0,0,1
6703,1512.0,591.0,61.3,19.0,8.1,85.8,1.83,2.0,0,0
3617,1183.0,248.0,10.7,4.0,4.5,89.8,1.11,2.0,1,1
3995,1927.0,518.0,33.8,57.0,2.1,99.0,1.06,2.0,1,1
3514,1501.0,225.0,27.0,30.0,2.8,91.1,1.47,2.0,1,1
6488,1519.0,1050.0,28.3,3.0,10.3,91.9,1.34,2.0,0,0
1916,1137.0,443.0,27.7,28.0,6.3,91.9,1.79,2.0,0,1
3889,1612.0,214.0,56.7,9.0,10.9,92.4,1.29,2.0,1,1
8422,2098.0,1036.0,38.6,5.0,7.7,94.4,1.5,2.0,1,0
7852,2061.0,1128.0,2.1,26.0,1.9,92.4,0.86,2.0,1,0
3044,1650.0,832.0,43.0,3.0,22.0,91.2,1.75,2.0,1,1
3755,2278.0,1108.0,24.5,1.0,11.2,88.7,1.76,2.0,1,1
8080,1169.0,200.0,49.0,8.0,0.9,97.0,1.73,2.0,1,0
397,1565.0,762.0,24.3,22.0,15.6,88.7,1.61,2.0,0,1
1317,1236.0,1028.0,28.8,0.0,2.7,92.7,1.72,2.0,0,1
5354,3566.625,1117.0,21.9,60.0,8.0,91.2,1.76,2.0,0,1
121,1140.0,901.0,15.1,32.0,18.5,88.4,1.45,2.0,0,1
2579,1623.0,200.0,24.6,11.0,5.0,89.1,0.84,2.0,0,1
1566,1186.0,200.0,28.0,12.0,5.0,96.2,1.45,2.0,0,1
1984,1639.0,905.0,40.9,4.0,23.55,87.6,1.25,2.0,0,1
4035,1278.0,385.0,17.5,10.0,9.3,96.6,1.43,2.0,1,1
2173,2995.0,1434.0,10.8,24.0,23.55,85.7,1.46,2.0,0,1
7705,1414.0,963.0,22.4,3.0,13.5,94.1,1.61,2.0,1,0
7259,1640.0,766.0,32.3,29.0,11.3,92.4,1.47,2.0,1,0
573,1690.0,859.0,35.4,9.0,23.55,91.4,0.98,2.0,0,1
8784,1694.0,464.0,42.5,9.0,0.8,90.7,1.07,2.0,1,0
8122,1376.0,638.0,29.3,19.0,6.1,96.0,1.59,2.0,1,0
8737,1410.0,882.0,19.2,11.0,2.2,97.1,1.84,2.0,1,0
3045,1891.0,695.0,8.2,9.0,12.7,86.5,0.73,2.0,1,1
1407,3282.0,496.0,19.4,1.0,9.9,89.6,1.34,2.0,0,1
535,1280.0,649.0,17.2,14.0,2.2,94.3,1.45,2.0,0,1
5555,1668.0,858.0,59.6,16.0,0.6,90.4,1.15,2.0,0,1
5987,1977.0,1097.0,14.3,8.0,0.8,91.6,1.55,2.0,0,1
1434,1501.0,255.0,54.3,17.0,2.0,91.8,1.7,2.0,0,1
7058,2167.0,968.0,2.6,1.0,21.4,89.9,2.08,2.0,0,0
1867,1650.0,521.0,22.6,0.0,2.9,94.9,1.04,2.0,0,1
1454,1554.0,501.0,15.4,14.0,1.9,96.3,1.12,2.0,0,1
8522,2061.0,597.0,27.0,53.0,0.5,96.4,1.31,2.0,1,0
8867,1852.0,663.0,9.8,5.0,4.0,99.0,1.21,2.0,1,0
1820,1444.0,804.0,28.2,74.5,4.3,93.7,1.11,2.0,0,1
51,1540.0,210.0,29.5,74.5,14.4,87.4,1.13,2.0,0,1
4603,1433.0,1148.0,23.9,23.0,6.1,89.1,1.87,2.0,0,1
6525,1613.0,338.0,59.7,36.0,1.9,94.2,1.2,2.0,0,0
469,1848.0,535.0,68.4,65.0,7.0,95.4,1.7,2.0,0,1
4718,1960.0,1141.0,60.1,34.0,13.3,91.1,1.97,2.0,0,1
3181,1724.0,795.0,7.5,17.0,3.8,98.3,1.26,2.0,1,1
5617,2446.0,1017.0,49.6,9.0,19.3,95.8,1.34,2.0,0,1
2862,2458.0,1072.0,15.2,0.0,9.6,92.8,2.3,2.0,1,1
1858,2903.0,1265.0,30.7,42.0,13.7,88.0,2.07,2.0,0,1
7377,1929.0,1524.0,46.7,51.0,1.9,93.1,1.39,2.0,1,0
865,3566.625,1317.0,11.3,7.0,11.2,97.8,1.13,2.0,0,1
5803,1464.0,904.0,36.0,6.0,1.9,92.8,1.33,2.0,0,1
3837,2527.0,952.0,1.8,12.0,15.3,90.7,1.07,2.0,1,1
2598,1852.0,684.0,45.3,29.0,4.5,93.8,1.13,2.0,0,1
8944,2021.0,1102.0,59.1,8.0,3.3,89.0,1.14,2.0,1,0
4373,1450.0,657.0,20.3,4.0,23.55,94.2,1.32,2.0,1,1
425,1289.0,200.0,34.0,3.0,16.0,92.2,1.51,2.0,0,1
188,1099.0,387.0,63.4,3.0,2.8,88.6,0.91,2.0,0,1
4534,1612.0,348.0,27.4,9.0,16.0,89.0,1.07,1.0,0,1
4995,1138.0,721.0,44.0,35.0,4.9,90.4,0.93,2.0,0,1
228,1989.0,809.0,7.5,66.0,2.2,89.7,1.65,2.0,0,1
2715,1081.0,699.0,22.7,6.0,2.4,97.1,1.34,2.0,0,1
1041,1254.0,662.0,54.2,12.0,10.5,96.3,1.42,2.0,0,1
3550,3178.0,1408.0,21.2,4.0,19.4,90.8,1.55,2.0,1,1
2688,1124.0,362.0,28.7,24.0,7.7,90.1,1.34,2.0,0,1
8441,1549.0,288.0,10.5,4.0,2.0,92.0,1.07,2.0,1,0
1905,2729.0,977.0,5.9,8.0,1.5,94.3,1.1,1.0,0,1
7769,3566.625,1161.0,38.2,26.0,0.7,90.9,1.41,2.0,1,0
801,1966.0,940.0,57.0,46.0,6.5,90.3,1.42,2.0,0,1
1487,2533.0,1040.0,59.1,12.0,14.1,95.3,1.33,2.0,0,1
8678,1761.0,200.0,27.3,11.0,2.4,91.3,1.38,1.0,1,0
1128,1046.0,629.0,29.7,16.0,8.9,92.2,1.15,2.0,0,1
7285,2273.0,945.0,50.2,72.0,23.55,89.5,1.3,2.0,1,0
2208,2080.0,742.0,49.6,4.0,1.5,93.4,1.61,1.0,0,1
4229,2712.0,1186.0,17.8,18.0,2.1,92.5,1.09,1.0,1,1
7812,2729.0,818.0,2.3,1.0,0.5,95.3,0.93,2.0,1,0
5137,1209.0,1334.0,5.8,10.0,13.3,95.4,1.79,1.0,0,1
3114,1284.0,200.0,28.4,12.0,0.5,96.7,0.79,2.0,1,1
5007,2233.0,588.0,4.0,8.0,17.5,94.9,0.86,2.0,0,1
8635,2549.0,1801.0,24.3,9.0,11.6,92.1,1.41,2.0,1,0
2144,2333.0,989.0,30.1,20.0,23.55,93.4,1.39,2.0,0,1
5953,2162.0,200.0,6.3,11.0,14.2,94.2,0.92,2.0,0,1
1632,1352.0,470.0,29.4,63.0,3.2,96.2,1.97,2.0,0,1
6669,1365.0,227.0,28.9,18.0,5.0,95.1,1.19,2.0,0,0
4010,1821.0,552.0,16.0,9.0,3.1,93.2,1.23,2.0,1,1
156,2026.0,1222.0,14.6,23.0,4.7,98.4,1.18,2.0,0,1
2420,1963.0,200.0,36.7,8.0,21.1,92.8,1.4,2.0,0,1
6360,1777.0,710.0,30.1,7.0,6.2,94.7,1.53,2.0,0,0
3213,1699.0,258.0,16.1,63.0,1.5,88.2,0.61,2.0,1,1
2770,1375.0,434.0,36.8,0.0,7.8,96.7,1.44,2.0,0,1
4442,1116.0,463.0,39.7,21.0,0.5,88.2,1.41,2.0,1,1
5564,1513.0,200.0,11.9,13.0,11.1,93.6,1.52,2.0,0,1
6277,1425.0,912.0,19.1,9.0,4.0,87.1,1.38,2.0,0,0
6392,1641.0,1063.0,2.5,22.0,1.9,87.6,1.54,2.0,0,0
3916,1356.0,560.0,25.3,13.0,5.3,97.8,1.54,2.0,1,1
2807,1158.0,200.0,41.5,12.0,5.1,91.5,1.71,2.0,1,1
4341,1440.0,1175.0,27.8,74.0,10.9,94.5,1.4,2.0,1,1
3024,1526.0,391.0,34.7,15.0,12.1,99.0,1.83,2.0,1,1
2729,1739.0,415.0,21.2,14.0,9.2,90.2,1.23,2.0,0,1
3209,1786.0,531.0,56.8,63.0,10.8,92.7,2.02,2.0,1,1
6606,897.0,207.0,46.2,74.5,0.5,90.5,1.54,2.0,0,0
847,1800.0,1294.0,24.6,22.0,13.8,90.1,0.88,2.0,0,1
7517,886.0,500.0,45.9,26.0,12.7,92.2,1.61,2.0,1,0
8748,2683.0,877.0,63.0,33.0,1.8,88.2,1.19,2.0,1,0
756,1400.0,740.0,33.5,22.0,11.3,92.5,1.19,2.0,0,1
8707,828.0,200.0,45.8,7.0,15.0,98.3,1.23,2.0,1,0
5229,1339.0,200.0,9.5,15.0,1.7,92.8,1.51,1.0,0,1
2812,1159.0,743.0,15.9,30.0,2.6,87.5,1.8,2.0,1,1
8912,1536.0,778.0,14.1,34.0,3.8,93.5,1.96,2.0,1,0
2061,1869.0,302.0,28.4,10.0,7.7,93.3,1.45,2.0,0,1
549,2743.0,590.0,25.1,6.0,1.1,94.5,0.91,2.0,0,1
7628,1347.0,671.0,43.1,1.0,0.5,94.9,1.95,2.0,1,0
7619,1568.0,603.0,17.4,7.0,4.9,93.4,1.34,2.0,1,0
7981,871.0,200.0,38.3,22.0,9.9,89.2,1.31,2.0,1,0
4058,978.0,370.0,11.3,25.0,1.0,89.6,2.0,2.0,1,1
3693,1480.0,597.0,3.2,40.0,5.3,88.0,1.76,2.0,1,1
1259,1675.0,272.0,15.8,16.0,1.1,90.9,1.88,2.0,0,1
6332,2321.0,769.0,10.9,6.0,0.5,92.7,0.77,2.0,0,0
5296,2816.0,1154.0,29.6,8.0,15.3,97.9,1.53,2.0,0,1
7507,1603.0,200.0,44.9,42.0,0.5,91.1,1.73,2.0,1,0
1024,1390.0,585.0,29.5,7.0,0.5,91.3,1.7,2.0,0,1
752,2058.0,470.0,39.2,1.0,4.0,93.1,1.35,2.0,0,1
4625,1812.0,503.0,26.1,30.0,17.3,96.7,1.14,2.0,0,1
3399,1779.0,391.0,45.8,67.0,5.7,94.9,1.5,2.0,1,1
1951,2307.0,896.0,29.2,74.5,0.7,95.5,1.58,2.0,0,1
7544,1462.0,835.0,25.7,4.0,23.55,96.9,1.22,2.0,1,0
351,1618.0,200.0,19.8,15.0,6.8,95.1,0.98,1.0,0,1
1511,1917.0,744.0,20.0,7.0,9.6,86.6,1.94,2.0,0,1
6607,2821.0,965.0,47.1,6.0,1.5,90.9,1.41,2.0,0,0
3154,3075.0,1179.0,10.2,17.0,1.8,98.0,0.95,2.0,1,1
3527,1255.0,565.0,11.3,3.0,1.0,91.4,1.27,2.0,1,1
701,2230.0,1238.0,9.7,7.0,3.0,92.1,1.49,2.0,0,1
2586,1483.0,454.0,24.4,53.0,2.6,87.8,1.81,2.0,0,1
3429,1647.0,855.0,7.8,56.0,3.2,94.5,2.32,2.0,1,1
561,2180.0,1078.0,20.7,1.0,4.7,83.54999999999998,1.16,1.0,0,1
2318,2124.0,200.0,3.7,18.0,6.9,89.5,1.12,2.0,0,1
2458,2335.0,826.0,14.7,53.0,11.4,92.5,1.49,2.0,0,1
5112,2095.0,1187.0,1.0,51.0,3.7,88.5,1.27,2.0,0,1
8027,1504.0,475.0,16.6,22.0,12.3,92.7,1.18,2.0,1,0
6243,1328.0,792.0,26.2,19.0,1.5,92.7,1.13,2.0,0,0
2644,2215.0,823.0,15.9,19.0,4.6,92.0,1.46,2.0,0,1
1047,1322.0,831.0,30.1,5.0,0.5,93.5,1.67,2.0,0,1
7086,1496.0,794.0,18.2,16.0,8.9,95.1,1.03,2.0,0,0
414,1359.0,383.0,30.1,40.0,0.5,94.9,1.42,2.0,0,1
3528,1750.0,870.0,64.1,4.0,21.2,89.7,2.01,2.0,1,1
8569,1246.0,582.0,7.1,33.0,9.0,93.3,1.03,2.0,1,0
3443,1778.0,200.0,43.7,19.0,2.9,92.7,0.95,2.0,1,1
3378,1339.0,200.0,13.5,26.0,2.7,99.0,2.01,2.0,1,1
5920,700.0,200.0,14.0,74.5,4.2,93.4,1.88,2.0,0,1
1469,1057.0,200.0,9.4,21.0,9.5,96.9,0.5,2.0,0,1
7203,1782.0,901.0,7.7,10.0,3.5,90.9,1.15,2.0,0,0
4170,1602.0,755.0,51.8,33.0,11.3,95.2,1.17,2.0,1,1
7541,2768.0,1238.0,68.8,72.0,7.5,97.3,1.7,1.0,1,0
6553,1986.0,700.0,12.9,8.0,3.0,98.1,1.28,2.0,0,0
1583,1121.0,212.0,17.2,16.0,3.7,84.5,1.5,2.0,0,1
1412,1358.0,1215.0,17.0,39.0,1.3,96.3,1.67,1.0,0,1
6153,1883.0,1038.0,20.5,15.0,18.3,94.9,0.79,1.0,0,0
5809,2042.0,965.0,10.2,25.0,9.1,98.8,1.07,2.0,0,1
1722,1442.0,894.0,36.5,26.0,7.8,94.9,0.87,2.0,0,1
2917,2236.0,953.0,23.6,25.0,8.9,95.2,1.49,2.0,1,1
4355,2612.0,1067.0,14.7,15.0,0.8,90.1,1.46,2.0,1,1
1507,2028.0,639.0,17.9,23.0,5.0,98.3,1.55,2.0,0,1
6071,1205.0,1045.0,21.7,0.0,8.5,99.0,1.74,2.0,0,0
8203,1332.0,604.0,6.8,15.0,2.9,94.3,1.0,2.0,1,0
1321,1645.0,683.0,25.6,9.0,3.3,99.0,0.71,2.0,0,1
842,3237.0,1012.0,28.1,5.0,1.3,98.6,1.0,2.0,0,1
1146,2352.0,1042.0,4.7,9.0,0.7,94.2,1.7,2.0,0,1
5067,1688.0,200.0,18.7,14.0,0.5,91.8,1.68,2.0,0,1
8043,2663.0,1330.0,12.4,26.0,0.5,92.2,1.21,2.0,1,0
463,1957.0,659.0,38.5,3.0,7.2,91.2,1.81,2.0,0,1
3942,1068.0,475.0,53.6,48.0,19.2,93.8,1.26,2.0,1,1
2549,1833.0,298.0,14.2,1.0,4.2,93.7,1.84,1.0,0,1
6029,2120.0,433.0,16.0,29.0,2.6,97.8,1.39,2.0,0,0
8508,1902.0,464.0,30.1,29.0,0.5,99.0,1.04,2.0,1,0
7242,1642.0,685.0,27.1,4.0,1.8,87.7,1.51,2.0,1,0
7767,1758.0,325.0,24.5,14.0,23.55,98.2,1.36,2.0,1,0
4075,1663.0,200.0,34.2,15.0,22.7,93.5,1.55,2.0,1,1
378,2551.0,745.0,53.2,32.0,16.6,94.3,0.88,2.0,0,1
6615,2781.0,835.0,8.4,14.0,11.3,94.3,1.73,2.0,0,0
1335,1937.0,588.0,14.2,23.0,0.5,94.0,1.17,2.0,0,1
1223,2134.0,606.0,21.2,67.0,3.0,96.4,1.86,2.0,0,1
6858,1721.0,807.0,70.6,17.0,7.0,94.5,1.4,2.0,0,0
2999,3292.0,1250.0,15.0,74.5,3.4,92.9,1.26,2.0,1,1
4048,1520.0,200.0,48.6,74.5,8.0,91.4,2.13,1.0,1,1
7062,1179.0,593.0,46.8,11.0,8.8,91.4,2.11,2.0,0,0
1811,2338.0,1458.0,47.8,6.0,2.5,93.8,1.46,2.0,0,1
3333,2492.0,884.0,37.4,52.0,5.9,93.5,1.37,2.0,1,1
3944,2138.0,1094.0,59.6,12.0,0.5,95.5,1.29,2.0,1,1
3332,2139.0,1143.0,47.8,19.0,2.5,90.4,1.49,2.0,1,1
1894,1365.0,200.0,50.2,26.0,7.6,93.9,0.5,2.0,0,1
5350,2922.0,1052.0,17.3,74.0,4.4,93.3,1.83,2.0,0,1
3480,2331.0,200.0,35.5,15.0,8.1,91.4,1.47,2.0,1,1
5303,1246.0,631.0,33.8,38.0,1.9,87.3,1.52,2.0,0,1
4080,1879.0,200.0,13.5,74.5,8.0,93.2,0.78,2.0,1,1
6060,2035.0,200.0,33.5,26.0,0.7,99.0,1.34,2.0,0,0
5459,1939.0,457.0,60.4,17.0,0.9,92.8,1.14,2.0,0,1
1189,2810.0,1303.0,67.7,41.0,6.1,92.8,1.71,2.0,0,1
6611,2447.0,1130.0,38.1,39.0,9.4,95.4,1.41,2.0,0,0
898,1113.0,799.0,33.0,74.5,4.6,88.0,1.39,1.0,0,1
5492,1943.0,433.0,20.3,1.0,7.8,88.1,2.09,2.0,0,1
4248,2093.0,685.0,23.8,2.0,17.9,91.5,0.92,2.0,1,1
2885,2620.0,1367.0,55.8,1.0,8.3,93.0,1.66,2.0,1,1
2531,1520.0,692.0,14.8,38.0,1.6,91.3,1.35,2.0,0,1
8958,1551.0,281.0,25.9,24.0,19.9,93.8,1.51,2.0,1,0
8345,1967.0,726.0,33.8,40.0,14.6,95.5,1.1,2.0,1,0
8919,1039.0,484.0,45.4,1.0,0.6,91.9,1.26,2.0,1,0
7948,1168.0,800.0,5.7,7.0,21.3,91.5,1.3,2.0,1,0
5457,2011.0,773.0,9.6,22.0,8.6,99.0,1.05,2.0,0,1
4649,3324.0,1720.0,24.3,11.0,19.7,91.7,2.05,2.0,0,1
1030,1442.0,1092.0,29.1,22.0,4.2,91.7,1.34,2.0,0,1
3422,1233.0,503.0,42.9,10.0,12.9,89.8,1.95,2.0,1,1
6225,2402.0,499.0,64.3,30.0,1.8,96.7,1.37,2.0,0,0
4953,2934.0,345.0,10.6,29.0,1.3,96.1,1.7,2.0,0,1
7711,2603.0,719.0,13.8,70.0,17.0,95.4,1.48,2.0,1,0
1755,1820.0,905.0,11.8,14.0,2.1,96.0,1.31,2.0,0,1
8920,1935.0,1232.0,24.1,31.0,23.55,93.4,1.7,2.0,1,0
231,1502.0,1189.0,6.8,49.0,8.9,88.9,1.29,2.0,0,1
6135,1875.0,1234.0,18.3,21.0,0.5,91.1,0.98,2.0,0,0
4803,947.0,299.0,35.9,4.0,3.8,96.4,1.28,2.0,0,1
6769,1778.0,200.0,24.5,6.0,6.2,89.7,1.93,2.0,0,0
4730,1433.0,200.0,13.3,16.0,2.4,98.2,0.92,2.0,0,1
3535,2195.0,276.0,39.7,50.0,11.1,84.6,1.75,2.0,1,1
4901,1437.0,387.0,18.9,2.0,5.0,94.9,1.31,2.0,0,1
2317,1808.0,1073.0,29.5,61.0,5.5,93.2,1.14,2.0,0,1
4775,2502.0,1801.5,39.5,1.0,4.0,90.9,1.87,2.0,0,1
1515,1316.0,825.0,31.3,13.0,0.7,90.2,0.61,2.0,0,1
216,1976.0,732.0,21.8,4.0,9.5,91.5,1.51,2.0,0,1
8095,1898.0,591.0,39.1,2.0,11.3,87.7,0.82,2.0,1,0
2263,1739.0,707.0,45.5,14.0,0.5,95.0,1.17,2.0,0,1
7606,1800.0,509.0,14.0,32.0,10.4,90.3,1.54,1.0,1,0
2766,1364.0,866.0,21.5,74.5,12.8,95.4,1.83,2.0,0,1
4013,2015.0,1218.0,27.7,28.0,20.1,89.8,1.15,2.0,1,1
893,1605.0,807.0,42.7,14.0,23.55,89.1,1.58,2.0,0,1
2908,1968.0,1251.0,73.6625,23.0,1.6,96.0,1.63,2.0,1,1
1850,2608.0,657.0,7.6,15.0,1.2,96.9,1.51,2.0,0,1
6322,1126.0,662.0,44.8,16.0,0.5,93.6,1.69,2.0,0,0
6951,2267.0,926.0,39.0,71.0,15.7,98.3,1.32,2.0,0,0
324,3238.0,1540.0,24.7,8.0,1.0,95.2,1.29,2.0,0,1
1215,1280.0,200.0,42.6,35.0,1.8,92.2,1.25,2.0,0,1
5544,1960.0,200.0,18.9,1.0,2.9,94.6,1.48,1.0,0,1
4970,1978.0,933.0,8.9,7.0,2.6,91.3,0.92,2.0,0,1
1129,2821.0,279.0,44.0,4.0,10.3,95.5,1.14,2.0,0,1
6319,2709.0,712.0,4.8,14.0,0.5,97.1,1.56,2.0,0,0
7665,1226.0,510.0,10.4,24.0,3.2,92.0,1.02,2.0,1,0
7429,1660.0,941.0,11.8,23.0,0.5,92.3,0.78,1.0,1,0
208,1651.0,636.0,40.9,41.0,4.5,97.4,1.47,2.0,0,1
4102,2118.0,1313.0,12.1,26.0,4.2,90.1,1.44,2.0,1,1
798,2199.0,1476.0,25.3,30.0,12.2,95.9,1.42,2.0,0,1
8176,3566.625,1272.0,14.2,47.0,3.6,93.2,1.18,2.0,1,0
734,917.0,553.0,15.1,23.0,4.3,86.8,1.53,2.0,0,1
2753,1311.0,754.0,30.1,2.0,19.6,94.8,1.89,2.0,0,1
2760,2513.0,1210.0,26.3,1.0,1.1,99.0,0.95,2.0,0,1
1174,2642.0,1080.0,27.1,28.0,7.2,97.7,0.82,2.0,0,1
6879,3566.625,1489.0,71.7,69.0,7.1,99.0,0.93,2.0,0,0
7033,3566.625,1168.0,13.5,37.0,23.55,96.4,0.79,2.0,0,0
1831,2357.0,1267.0,29.7,45.0,7.7,89.5,1.97,2.0,0,1
6426,1509.0,601.0,47.1,68.0,0.5,92.0,1.66,2.0,0,0
7866,1684.0,291.0,37.5,4.0,2.9,94.6,1.8,2.0,1,0
6347,1428.0,440.0,32.3,1.0,18.1,94.6,1.77,2.0,0,0
3334,1499.0,461.0,9.4,8.0,6.2,91.7,1.88,2.0,1,1
198,1928.0,228.0,34.2,21.0,4.8,96.7,0.72,2.0,0,1
3886,1179.0,461.0,39.5,16.0,0.5,87.3,1.46,2.0,1,1
4584,1843.0,558.0,20.7,5.0,8.5,92.9,1.37,2.0,0,1
1097,2004.0,640.0,23.0,11.0,7.1,96.1,1.22,2.0,0,1
548,1857.0,260.0,7.0,8.0,2.3,94.9,1.01,2.0,0,1
2992,2285.0,1373.0,73.6625,22.0,7.4,90.4,1.75,2.0,1,1
2945,3111.0,1054.0,6.9,43.0,7.0,98.3,1.27,2.0,1,1
8642,2022.0,333.0,32.9,52.0,4.4,85.6,1.69,2.0,1,0
6830,1808.0,1100.0,13.1,1.0,1.0,94.2,1.77,2.0,0,0
2314,1652.0,674.0,58.1,2.0,6.3,97.7,1.96,2.0,0,1
5362,1401.0,613.0,8.8,13.0,4.8,96.4,1.45,2.0,0,1
